name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
abuja,2022-09-11,27.1,20.7,22.8,29.8,20.7,23,21.8,94.1,24,100,12.5,rain,0,0,19,6.9,204,1013.7,90.7,6.2,55.6,4.7,3,,2022-09-11T06:20:28,2022-09-11T18:32:57,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"65125099999,remote"
abuja,2022-09-12,28.9,22,24.8,31.8,22,25.5,22.3,86.2,1,100,20.83,rain,0,0,16.8,11.4,171.1,1013.3,79.5,6.2,191.4,16.6,7,,2022-09-12T06:20:21,2022-09-12T18:32:21,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65125099999,DNAA,remote,65112599999"
abuja,2022-09-13,28,23,24.5,30.6,23,24.7,22,86.6,0.4,100,4.17,rain,0,0,13.6,5.8,151.1,1014,69.4,6.1,193.3,16.4,6,,2022-09-13T06:20:15,2022-09-13T18:31:45,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-09-14,30,22,25.3,34.1,22,26.4,22.2,83.9,7,100,4.17,rain,0,0,19.9,6.9,271,1012.7,56.8,6.1,218.6,18.9,8,,2022-09-14T06:20:08,2022-09-14T18:31:09,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65125099999,DNAA,65112599999"
abuja,2022-09-15,30,23,25.8,35.1,23,27.1,23.4,87.5,18.5,100,58.33,rain,0,0,16.3,9.2,216.4,1013.2,60.5,5.8,191.6,16.7,7,,2022-09-15T06:20:02,2022-09-15T18:30:32,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-09-16,26,22,23.9,26,22,23.9,22.4,91.6,23,100,8.33,rain,0,0,18.1,8.1,166.7,1014.3,63.7,5.5,148.8,12.9,5,,2022-09-16T06:19:55,2022-09-16T18:29:56,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-09-17,26,23,24.2,26,23,24.2,22.7,91.4,0.9,100,29.17,rain,0,0,14.5,17.1,233.8,1012.9,67.3,6,143.2,12.4,5,,2022-09-17T06:19:49,2022-09-17T18:29:20,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-09-18,26,22.9,24.2,26,22.9,24.2,22.8,92.4,0.5,100,4.17,rain,0,0,14.1,6.9,297.6,1012.3,67.6,5.4,149,12.9,5,,2022-09-18T06:19:42,2022-09-18T18:28:43,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-09-19,26,22.5,23.8,26,22.5,23.8,22.6,93.2,3,100,4.17,rain,0,0,19.9,9.2,185.8,1013.1,68.4,6.1,59.8,5.1,3,,2022-09-19T06:19:36,2022-09-19T18:28:07,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-09-20,29,23,24.8,32.7,23,25.5,22.3,86.8,8.3,100,50,rain,0,0,12.5,9.2,191.6,1014,58.1,6.2,169.5,14.6,6,,2022-09-20T06:19:29,2022-09-20T18:27:31,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-09-21,28,22,24.3,31.3,22,24.8,22.2,88.5,13.5,100,8.33,rain,0,0,23.5,9.2,343.7,1013.5,65.4,5.8,232.7,20.2,9,,2022-09-21T06:19:23,2022-09-21T18:26:55,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-09-22,37.5,22,25.6,45.1,22,27.2,22.8,86,3.4,100,33.33,rain,0,0,15.4,15.7,267.6,1012.9,54.5,6.2,218.9,19,8,,2022-09-22T06:19:17,2022-09-22T18:26:19,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-09-23,28,21,24.2,31.9,21,25,22.2,88.8,13,100,8.33,rain,0,0,11,16.1,102.6,1013.4,45.6,6.1,104,9,5,,2022-09-23T06:19:10,2022-09-23T18:25:43,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65125099999,DNAA,65112599999"
abuja,2022-09-24,31,22,25.6,35.5,22,26.9,22.1,82.1,0.1,100,4.17,rain,0,0,11.6,18.3,311.8,1012.7,64.7,6.2,238.9,20.8,7,,2022-09-24T06:19:04,2022-09-24T18:25:07,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65125099999,DNAA,65112599999"
abuja,2022-09-25,30,22,24.8,35.1,22,25.7,21.9,85,9.9,100,8.33,rain,0,0,19.2,13.9,42.8,1011.7,58.1,6.2,235,20.3,9,,2022-09-25T06:18:58,2022-09-25T18:24:31,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-09-26,26,21,23.4,26,21,23.4,21.8,91,19,100,8.33,rain,0,0,28,11.4,121.3,1012.8,51.7,6.2,129.1,11.1,6,,2022-09-26T06:18:52,2022-09-26T18:23:55,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-09-27,30,22,25.5,34.2,22,26.8,22.5,84.4,3,100,33.33,rain,0,0,13.6,34.3,156,1014,69.7,6.2,161.1,14,5,,2022-09-27T06:18:47,2022-09-27T18:23:20,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-09-28,28,21,24.5,30.7,21,25.3,21.8,86.3,21,100,4.17,rain,0,0,14.3,10.3,191.5,1013.9,46.5,6.2,164.1,14.3,6,,2022-09-28T06:18:41,2022-09-28T18:22:45,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-09-29,29,22,24.3,32.7,22,25,22.4,89.6,9,100,4.17,rain,0,0,15.4,9.2,184.8,1013.4,60,6,194.2,16.8,8,,2022-09-29T06:18:36,2022-09-29T18:22:10,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65125099999,DNAA,65112599999"
abuja,2022-09-30,39,22.2,25,44.5,22.2,26,22.2,86.4,20,100,4.17,rain,0,0,15.7,9.2,212.2,1012.5,65.9,5.6,177.8,15.4,6,,2022-09-30T06:18:31,2022-09-30T18:21:35,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-10-01,30,22,26.1,35.1,22,28,22.8,83.1,20,100,4.17,rain,0,0,17.4,8.1,236.7,1013.8,53.8,6.2,221.7,19.2,9,,2022-10-01T06:18:26,2022-10-01T18:21:01,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-10-02,29,21,24.2,32.7,21,24.7,21.7,86.7,19,100,4.17,rain,0,0,13.4,17.2,359.8,1015.1,53.1,5.5,212.8,18.4,7,,2022-10-02T06:18:22,2022-10-02T18:20:27,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-10-03,30.2,20,25.4,34.1,20,26.7,22.2,83.8,12,100,4.17,rain,0,0,11,32.2,14.6,1013.1,54,6.1,177.2,15.3,6,,2022-10-03T06:18:18,2022-10-03T18:19:53,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-10-04,30,23,25.5,34.1,23,26.6,22.5,84.4,0.5,100,4.17,rain,0,0,15.4,18.3,230.8,1011.9,53.4,6.1,235.3,20.3,9,,2022-10-04T06:18:14,2022-10-04T18:19:19,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-10-05,31,22,25.7,35.5,22,26.8,22.2,82.4,5.1,100,8.33,rain,0,0,19.9,8.1,248.3,1012.2,52.6,6.2,230.3,20,9,,2022-10-05T06:18:10,2022-10-05T18:18:46,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65125099999,DNAA,remote,65112599999"
abuja,2022-10-06,28,22,24,31.9,22,24.5,22.6,91.9,21.9,100,8.33,rain,0,0,16.8,10.3,24,1013.1,63.7,5.8,119.5,10.4,5,,2022-10-06T06:18:07,2022-10-06T18:18:14,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65125099999,DNAA,65112599999"
abuja,2022-10-07,30,21,24.7,34.1,21,25.8,22.4,88.2,0.3,100,12.5,rain,0,0,14.8,10.3,239.4,1013.6,59.3,5.9,193.4,16.7,6,,2022-10-07T06:18:04,2022-10-07T18:17:42,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65125099999,DNAA,65112599999"
abuja,2022-10-08,30,20,24.2,35.1,20,25.2,21.4,85.9,50,100,12.5,rain,0,0,16.1,10.3,340.5,1013.5,50.5,6,214.9,18.5,8,,2022-10-08T06:18:02,2022-10-08T18:17:10,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-10-09,31,22,25.4,34.5,22,26.4,21.8,81.4,0,0,0,,0,0,13.6,10.3,101.2,1013.4,37.3,6.2,110.2,9.6,5,,2022-10-09T06:17:59,2022-10-09T18:16:38,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"65125099999,DNAA,65112599999"
abuja,2022-10-10,29,23,25.3,33.6,23,26.4,22.8,86.4,18,100,8.33,rain,0,0,15,9.2,190.1,1014.6,47.2,6.2,226.4,19.6,8,,2022-10-10T06:17:58,2022-10-10T18:16:08,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-10-11,30,21,24.8,36.2,21,26.1,22.3,86.8,19,100,4.17,rain,0,0,19.9,28.9,64,1013.9,65.9,5.9,246.2,21.3,9,,2022-10-11T06:17:56,2022-10-11T18:15:37,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65125099999,DNAA,65112599999"
abuja,2022-10-12,31,21,24.2,36.5,21,25.3,21.6,86.3,18,100,8.33,rain,0,0,21,21.9,58.4,1012.4,57.9,5.4,184.6,16,6,,2022-10-12T06:17:55,2022-10-12T18:15:07,0.58,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"65125099999,DNAA,65112599999"
abuja,2022-10-13,29,22,25,32,22,25.7,22.2,85.6,10,100,8.33,rain,0,0,19.2,10.3,115.1,1012.7,52.7,6.1,94.1,8.2,4,,2022-10-13T06:17:55,2022-10-13T18:14:38,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-10-14,30,21,24.5,35.1,21,25.3,22.5,89.3,6,100,20.83,rain,0,0,19.7,26.4,260.5,1013.1,57.8,5.9,253.7,21.9,9,,2022-10-14T06:17:55,2022-10-14T18:14:10,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"65125099999,DNAA,65112599999"
abuja,2022-10-15,30,22,24.7,35.1,22,26,22.3,87.2,13,100,4.17,rain,0,0,14.8,11.4,303.5,1013,58,5.7,195,16.8,7,,2022-10-15T06:17:56,2022-10-15T18:13:42,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65125099999,DNAA,65112599999"
abuja,2022-10-16,32,22,26.1,35.8,22,27.7,22.6,82.3,30,100,4.17,rain,0,0,13.2,5.8,271.8,1012.9,56.3,6.2,277.4,24,10,,2022-10-16T06:17:57,2022-10-16T18:13:14,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-10-17,33,23,27.6,37.9,23,30.2,23.3,79.3,0,0,0,,0,0,15.4,15.7,135.2,1013.5,29.3,6.1,268.8,23.3,9,,2022-10-17T06:17:58,2022-10-17T18:12:47,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"65125099999,DNAA,65112599999"
abuja,2022-10-18,33,24,27.5,40.6,24,29.9,23.6,80.6,0,0,0,,0,0,18.3,8.1,4.6,1013.7,43.6,5.9,262.5,22.8,9,,2022-10-18T06:18:00,2022-10-18T18:12:21,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999"
abuja,2022-10-19,32,23,26.4,37.9,23,28,22.5,80.8,0.2,100,4.17,rain,0,0,19,9.2,281.3,1012.7,53.5,6.2,261.5,22.7,9,,2022-10-19T06:18:03,2022-10-19T18:11:56,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-10-20,32,22,26.4,36.8,22,27.7,22,77.6,0.3,100,4.17,rain,0,0,17.9,9.2,320.3,1012.1,44.1,6.2,252,21.7,9,,2022-10-20T06:18:06,2022-10-20T18:11:31,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"65125099999,DNAA,65112599999"
abuja,2022-10-21,33,23,27.1,37,23,28.7,22.5,77.6,0,0,0,,0,0,20.1,10.3,129.3,1012.3,64.7,6.2,219.9,19,8,,2022-10-21T06:18:10,2022-10-21T18:11:07,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,remote,65112599999"
abuja,2022-10-22,33,23,27.8,39.3,23,30.3,23.5,79.1,0,0,0,,0,0,22.1,6.9,268,1013,46.1,5.9,273.5,23.8,9,,2022-10-22T06:18:14,2022-10-22T18:10:44,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999"
abuja,2022-10-23,33,22,28,36.9,22,29.9,22.3,73.6,0,0,0,,0,0,19,9.2,107.3,1013.7,72.4,6.2,263,22.6,9,,2022-10-23T06:18:19,2022-10-23T18:10:21,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2022-10-24,34,24,28.2,38.3,24,30.1,23,75.7,0.2,100,4.17,rain,0,0,29.5,12.8,99.1,1012.6,56.2,6.1,271.2,23.7,9,,2022-10-24T06:18:25,2022-10-24T18:10:00,0.97,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"65125099999,DNAA,65112599999,remote"
abuja,2022-10-25,30,23.3,26.3,35.1,23.3,27.9,23.7,86.3,4.4,100,8.33,rain,0,0,18.1,6.9,239,1012.4,70,6,217,18.9,8,,2022-10-25T06:18:31,2022-10-25T18:09:39,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"65125099999,DNAA,remote,65112599999"
abuja,2022-10-26,33,23,27.4,38.1,23,29.6,23.3,80.3,0,0,0,,0,0,21.3,6.9,251.3,1012.4,60.2,6.1,261.8,22.7,9,,2022-10-26T06:18:38,2022-10-26T18:09:19,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2022-10-27,34,22,27.7,34.6,22,27.7,19.3,67.2,0,0,0,,0,0,14.3,11.4,70,1012.8,27.1,5.5,284.7,24.6,10,,2022-10-27T06:18:46,2022-10-27T18:08:59,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2022-10-28,35,21,27.7,34.6,21,27.8,18,61.3,0,0,0,,0,0,13,10.3,67.6,1012.4,61.2,5.9,274.8,23.8,10,,2022-10-28T06:18:54,2022-10-28T18:08:41,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999,remote"
abuja,2022-10-29,34,21,27.6,36.5,21,28.5,20.5,69.1,0,0,0,,0,0,9.8,9.2,206.9,1012.1,54.2,5.5,259.3,22.3,9,,2022-10-29T06:19:03,2022-10-29T18:08:24,0.14,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"65125099999,DNAA,65112599999"
abuja,2022-10-30,34,23,27.8,33.3,23,27.9,19.3,65.9,0,0,0,,0,0,13.4,9.2,89.1,1011.4,53.2,5.8,264.2,22.8,9,,2022-10-30T06:19:12,2022-10-30T18:08:07,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999"
abuja,2022-10-31,34,20,27.2,33.3,20,27.1,17.3,60.9,0,0,0,,0,0,15.7,10.3,92.3,1012.1,22.1,5,280.7,24.1,9,,2022-10-31T06:19:22,2022-10-31T18:07:51,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"65125099999,DNAA,65112599999"
